Material;DataHora;Estoque;Custo_Unitario;Custo_Total
Paracetamol;2024-02-12 21:00:00;470;1,5;705
Adrenalina;2024-11-21 18:00:00;456;4,94;2252,64
Gaze Estéril;2024-07-09 18:00:00;315;0,4;126
Adrenalina;2024-10-18 21:00:00;295;4,91;1448,45
Soro Fisiológico;2024-04-21 18:00:00;288;2,96;852,48
Seringas;2024-02-04 18:00:00;322;0,44;141,68
Máscaras N95;2024-08-28 09:00:00;293;4,85;1421,05
Paracetamol;2024-09-04 18:00:00;514;1,5;771
Luvas Cirúrgicas;2024-09-22 15:00:00;115;0,79;90,85
Algodão;2024-06-13 21:00:00;219;0,25;54,75
Dipirona;2024-04-04 15:00:00;516;1,32;681,12
Adrenalina;2024-11-08 21:00:00;277;4,94;1368,38
Seringas;2024-08-10 15:00:00;191;0,49;93,59
Luvas Cirúrgicas;2024-12-31 12:00:00;176;0,76;133,76
Soro Fisiológico;2024-10-29 06:00:00;236;2,97;700,92
Seringas;2024-07-12 12:00:00;336;0,45;151,2
Adrenalina;2024-05-13 18:00:00;156;5,05;787,8
Álcool 70%;2024-11-14 09:00:00;477;1,98;944,46
Algodão;2024-04-03 03:00:00;83;0,25;20,75
Álcool 70%;2024-10-17 09:00:00;142;1,99;282,58
Álcool 70%;2024-10-10 06:00:00;374;1,99;744,26
Soro Fisiológico;2024-12-13 12:00:00;257;3;771
Paracetamol;2024-04-04 03:00:00;522;1,49;777,78
Seringas;2024-07-10 00:00:00;335;0,48;160,8
Soro Fisiológico;2024-04-13 06:00:00;385;3;1155
Adrenalina;2024-12-14 12:00:00;459;5,02;2304,18
Soro Fisiológico;2024-07-26 18:00:00;364;3,05;1110,2
Dipirona;2024-05-21 21:00:00;478;1,31;626,18
Adrenalina;2024-09-22 21:00:00;391;5,03;1966,73
Máscaras N95;2024-09-19 09:00:00;318;3,97;1262,46
Paracetamol;2024-03-19 03:00:00;519;1,51;783,69
Álcool 70%;2024-11-06 18:00:00;363;2,01;729,63
Luvas Cirúrgicas;2024-09-28 21:00:00;245;0,73;178,85
Algodão;2024-02-27 12:00:00;400;0,25;100
Seringas;2024-06-14 09:00:00;549;0,45;247,05
Dipirona;2024-06-13 12:00:00;521;1,32;687,72
Máscaras N95;2024-12-14 09:00:00;302;3,87;1168,74
Paracetamol;2024-10-31 18:00:00;510;1,49;759,9
Álcool 70%;2024-03-01 00:00:00;525;1,97;1034,25
Paracetamol;2024-09-15 15:00:00;478;1,47;702,66
Máscaras N95;2024-07-02 12:00:00;306;4,72;1444,32
Dipirona;2024-10-14 00:00:00;492;1,28;629,76
Gaze Estéril;2024-06-15 03:00:00;303;0,4;121,2
Soro Fisiológico;2024-08-08 00:00:00;229;2,96;677,84
Luvas Cirúrgicas;2024-01-04 21:00:00;28;0,82;22,96
Soro Fisiológico;2024-03-01 18:00:00;261;2,99;780,39
Soro Fisiológico;2024-11-15 15:00:00;167;2,97;495,99
Paracetamol;2024-09-28 21:00:00;520;1,49;774,8
Gaze Estéril;2024-11-22 15:00:00;295;0,39;115,05
Soro Fisiológico;2024-01-05 00:00:00;149;3,04;452,96
Dipirona;2024-09-26 09:00:00;481;1,3;625,3
Álcool 70%;2024-03-20 06:00:00;525;1,99;1044,75
Álcool 70%;2024-03-09 15:00:00;167;2,03;339,01
Álcool 70%;2024-02-21 21:00:00;101;1,99;200,99
Dipirona;2024-05-27 03:00:00;517;1,32;682,44
Máscaras N95;2024-08-02 12:00:00;305;4,63;1412,15
Luvas Cirúrgicas;2024-06-23 21:00:00;286;0,78;223,08
Dipirona;2024-03-18 18:00:00;483;1,32;637,56
Dipirona;2024-06-27 03:00:00;491;1,28;628,48
Luvas Cirúrgicas;2024-05-02 12:00:00;269;0,85;228,65
Gaze Estéril;2024-11-08 06:00:00;288;0,4;115,2
Gaze Estéril;2024-10-03 09:00:00;289;0,4;115,6
Algodão;2024-05-26 00:00:00;191;0,25;47,75
Seringas;2024-06-24 21:00:00;187;0,53;99,11
Algodão;2024-10-07 03:00:00;579;0,25;144,75
Adrenalina;2024-03-09 06:00:00;410;4,98;2041,8
Paracetamol;2024-06-18 06:00:00;494;1,47;726,18
Algodão;2024-05-25 12:00:00;322;0,25;80,5
Adrenalina;2024-07-19 03:00:00;171;5,06;865,26
Seringas;2024-03-23 03:00:00;271;0,5;135,5
Adrenalina;2024-08-24 00:00:00;326;5;1630
Seringas;2024-10-01 15:00:00;;0,56;104,16
Gaze Estéril;2024-04-20 15:00:00;302;0,4;120,8
Gaze Estéril;2024-01-08 18:00:00;306;0,4;122,4
Paracetamol;2024-05-17 09:00:00;516;1,47;758,52
Álcool 70%;2024-08-02 00:00:00;403;1,99;801,97
Soro Fisiológico;2024-06-15 15:00:00;390;3,05;1189,5
Soro Fisiológico;2024-10-18 06:00:00;433;2,96;1281,68
Algodão;2024-12-11 18:00:00;396;0,25;99
Adrenalina;2024-12-12 06:00:00;429;4,96;2127,84
Paracetamol;2024-05-15 09:00:00;484;1,5;726
Dipirona;2024-03-25 12:00:00;472;1,31;618,32
Máscaras N95;2024-03-11 12:00:00;300;4,44;1332
Gaze Estéril;2024-06-02 06:00:00;284;0,4;113,6
Luvas Cirúrgicas;2024-02-24 21:00:00;280;0,7;196
Algodão;2024-03-09 12:00:00;486;0,25;121,5
Máscaras N95;2024-01-16 15:00:00;307;4,21;1292,47
Paracetamol;2024-05-03 21:00:00;503;1,52;764,56
Máscaras N95;2024-03-06 03:00:00;325;4,82;1566,5
Paracetamol;2024-08-23 21:00:00;504;1,48;745,92
Gaze Estéril;2024-06-07 15:00:00;287;0,39;111,93
Máscaras N95;2024-03-29 06:00:00;314;3,97;1246,58
Dipirona;2024-08-16 21:00:00;491;1,29;633,39
Algodão;2024-07-13 12:00:00;526;0,25;131,5
Adrenalina;2024-03-14 09:00:00;341;5;1705
Luvas Cirúrgicas;2024-12-02 18:00:00;228;0,7;159,6
Gaze Estéril;2024-09-14 09:00:00;326;0,41;133,66
Gaze Estéril;2024-07-19 00:00:00;293;0,41;120,13
Seringas;2024-02-07 00:00:00;141;0,56;78,96
Máscaras N95;2024-08-01 06:00:00;291;5,03;1463,73
Gaze Estéril;2024-02-25 21:00:00;295;0,4;118
Soro Fisiológico;2024-02-09 03:00:00;408;3,02;1232,16
Álcool 70%;2024-02-14 06:00:00;348;1,96;682,08
Álcool 70%;2024-06-07 09:00:00;432;2,02;872,64
Dipirona;2024-11-16 03:00:00;488;1,29;629,52
Álcool 70%;2024-05-02 15:00:00;203;2,01;408,03
Luvas Cirúrgicas;2024-05-03 09:00:00;214;0,89;190,46
Álcool 70%;2024-11-20 15:00:00;381;2,02;769,62
Adrenalina;2024-10-12 06:00:00;379;4,93;1868,47
Algodão;2024-07-27 15:00:00;242;0,25;60,5
Soro Fisiológico;2024-09-22 12:00:00;226;2,95;666,7
Luvas Cirúrgicas;2024-10-13 18:00:00;512;0,79;404,48
Algodão;2024-06-20 03:00:00;534;0,25;133,5
Gaze Estéril;2024-11-14 06:00:00;283;0,4;113,2
Máscaras N95;2024-10-13 18:00:00;294;4,91;1443,54
Adrenalina;2024-12-22 15:00:00;158;5,09;804,22
Adrenalina;2024-08-02 21:00:00;273;4,92;1343,16
Dipirona;2024-05-20 09:00:00;511;1,31;669,41
Dipirona;2024-09-16 21:00:00;506;1,28;647,68
Seringas;2024-03-27 15:00:00;168;0,47;78,96
Dipirona;2024-01-27 09:00:00;501;1,32;661,32
Luvas Cirúrgicas;2024-05-23 18:00:00;120;0,81;97,2
Luvas Cirúrgicas;2024-02-01 15:00:00;238;0,71;168,98
Algodão;2024-06-15 09:00:00;183;0,25;45,75
Adrenalina;2024-08-29 15:00:00;218;5,08;1107,44
Álcool 70%;2024-05-16 15:00:00;347;2;694
Algodão;2024-06-05 21:00:00;428;0,25;107
Algodão;2024-06-11 00:00:00;470;0,25;117,5
Dipirona;2024-08-15 18:00:00;551;1,31;721,81
Paracetamol;2024-04-11 15:00:00;476;1,5;714
Álcool 70%;2024-10-17 21:00:00;62;2,03;125,86
Seringas;2024-05-05 09:00:00;432;0,47;203,04
Adrenalina;2024-09-10 09:00:00;89;5,03;447,67
Gaze Estéril;2024-06-01 12:00:00;291;0,4;116,4
Gaze Estéril;2024-02-27 15:00:00;291;0,4;116,4
Adrenalina;2024-11-18 00:00:00;251;5,02;1260,02
Seringas;2024-05-15 15:00:00;129;0,49;63,21
Luvas Cirúrgicas;2024-03-15 18:00:00;1001;0,76;760,76
Gaze Estéril;2024-10-05 21:00:00;325;0,4;130
Seringas;2024-08-11 18:00:00;411;0,44;180,84
Soro Fisiológico;2024-11-02 03:00:00;160;2,99;478,4
Seringas;2024-07-14 06:00:00;513;0,43;220,59
Dipirona;2024-07-11 12:00:00;481;1,29;620,49
Dipirona;2024-01-23 09:00:00;517;1,32;682,44
Adrenalina;2024-09-15 15:00:00;246;4,97;1222,62
Paracetamol;2024-09-07 18:00:00;511;1,51;771,61
Luvas Cirúrgicas;2024-03-10 12:00:00;281;0,88;247,28
Seringas;2024-10-21 12:00:00;687;0,48;329,76
Soro Fisiológico;2024-09-24 15:00:00;232;3;696
Máscaras N95;2024-04-05 12:00:00;292;4,89;1427,88
Seringas;2024-04-10 18:00:00;212;0,55;116,6
Seringas;2024-08-10 06:00:00;327;0,5;163,5
Adrenalina;2024-10-16 09:00:00;73;5;365
Luvas Cirúrgicas;2024-07-10 18:00:00;426;0,83;353,58
Máscaras N95;2024-06-10 06:00:00;292;4,08;1191,36
Adrenalina;2024-01-14 12:00:00;253;5,08;1285,24
Algodão;2024-10-03 03:00:00;102;0,25;25,5
Máscaras N95;2024-11-11 18:00:00;293;4,25;1245,25
Gaze Estéril;2024-02-16 00:00:00;300;0,4;120
Luvas Cirúrgicas;2024-10-30 03:00:00;328;0,76;249,28
Dipirona;2024-07-01 03:00:00;510;1,29;657,9
Álcool 70%;2024-03-06 18:00:00;509;2;1018
Adrenalina;2024-04-11 18:00:00;374;4,95;1851,3
Algodão;2024-10-30 06:00:00;137;0,25;34,25
Álcool 70%;2024-05-07 15:00:00;316;1,97;622,52
Soro Fisiológico;2024-12-03 03:00:00;214;2,96;633,44
Algodão;2024-01-03 09:00:00;547;0,25;136,75
Álcool 70%;2024-03-08 12:00:00;304;2,01;611,04
Gaze Estéril;2024-06-21 09:00:00;301;0,4;120,4
Álcool 70%;2024-02-13 18:00:00;381;2,03;773,43
Luvas Cirúrgicas;2024-11-04 21:00:00;511;0,75;383,25
Luvas Cirúrgicas;2024-04-09 06:00:00;170;0,81;137,7
Algodão;2024-02-21 12:00:00;208;0,25;52
Seringas;2024-10-05 12:00:00;130;0,45;58,5
Adrenalina;2024-12-20 18:00:00;280;4,94;1383,2
Máscaras N95;2024-06-15 18:00:00;314;3,87;1215,18
Algodão;2024-07-26 00:00:00;486;0,25;121,5
Dipirona;2024-10-20 00:00:00;486;1,31;636,66
Máscaras N95;2024-06-01 15:00:00;304;4,65;1413,6
Algodão;2024-08-14 12:00:00;82;0,25;20,5
Paracetamol;2024-11-17 18:00:00;488;1,48;722,24
Adrenalina;2024-03-21 12:00:00;412;4,9;2018,8
Seringas;2024-07-30 18:00:00;229;0,52;119,08
Soro Fisiológico;2024-06-01 15:00:00;405;3,03;1227,15
Luvas Cirúrgicas;2024-03-28 12:00:00;74;0,91;67,34
Adrenalina;2024-01-01 15:00:00;350;5,06;1771
Álcool 70%;2024-03-05 15:00:00;459;2,03;931,77
Seringas;2024-08-09 09:00:00;335;0,55;184,25
Algodão;2024-07-10 12:00:00;362;0,25;90,5
Paracetamol;2024-10-26 18:00:00;515;1,5;772,5
Gaze Estéril;2024-04-03 00:00:00;307;0,41;125,87
Algodão;2024-08-12 21:00:00;292;0,25;73
Paracetamol;2024-01-01 12:00:00;486;1,48;719,28
Seringas;2024-07-13 15:00:00;117;0,46;53,82
Álcool 70%;2024-11-22 03:00:00;387;1,99;770,13
Soro Fisiológico;2024-09-23 09:00:00;303;3,02;915,06
Seringas;2024-08-03 18:00:00;354;0,45;159,3
Paracetamol;2024-08-21 03:00:00;491;1,53;751,23
Dipirona;2024-05-25 03:00:00;546;1,3;709,8
Máscaras N95;2024-10-02 00:00:00;288;4,82;1388,16
Soro Fisiológico;2024-04-25 21:00:00;396;2,97;1176,12
Dipirona;2024-02-14 03:00:00;520;1,31;681,2
Algodão;2024-04-05 12:00:00;543;0,25;135,75
Paracetamol;2024-07-15 00:00:00;501;1,48;741,48
Álcool 70%;2024-02-17 09:00:00;407;1,98;805,86
Luvas Cirúrgicas;2024-01-11 03:00:00;316;0,73;230,68
Luvas Cirúrgicas;2024-10-31 00:00:00;751;0,79;593,29
Seringas;2024-10-06 09:00:00;239;0,55;131,45
Seringas;2024-12-26 21:00:00;216;0,48;103,68
Algodão;2024-12-29 12:00:00;180;0,25;45
Algodão;2024-11-16 06:00:00;490;0,25;122,5
Álcool 70%;2024-08-07 15:00:00;559;1,97;1101,23
Dipirona;2024-12-15 21:00:00;;1,29;641,13
Máscaras N95;2024-10-02 12:00:00;278;4,51;1253,78
Soro Fisiológico;2024-02-07 00:00:00;452;2,98;1346,96
Paracetamol;2024-05-13 00:00:00;505;1,51;762,55
Seringas;2024-03-21 00:00:00;47;0,49;23,03
Gaze Estéril;2024-07-07 12:00:00;295;0,4;118
Dipirona;2024-06-08 00:00:00;523;1,31;685,13
Luvas Cirúrgicas;2024-08-02 21:00:00;337;0,73;246,01
Dipirona;2024-10-24 12:00:00;481;1,28;615,68
Gaze Estéril;2024-09-02 12:00:00;310;0,4;124
Adrenalina;2024-07-03 15:00:00;327;4,93;1612,11
Adrenalina;2024-02-01 06:00:00;313;5,07;1586,91
Soro Fisiológico;2024-05-27 09:00:00;253;2,97;751,41
Luvas Cirúrgicas;2024-09-17 03:00:00;72;0,77;55,44
Paracetamol;2024-02-11 12:00:00;516;1,5;774
Dipirona;2024-05-12 15:00:00;480;1,3;624
Seringas;2024-06-29 09:00:00;;0,47;101,05
Seringas;2024-07-29 21:00:00;376;0,56;210,56
Gaze Estéril;2024-05-05 21:00:00;297;0,4;118,8
Dipirona;2024-04-05 12:00:00;477;1,31;624,87
Adrenalina;2024-05-06 06:00:00;305;5,07;1546,35
Adrenalina;2024-07-19 18:00:00;182;4,97;904,54
Gaze Estéril;2024-02-26 12:00:00;294;0,39;114,66
Seringas;2024-06-20 21:00:00;92;0,49;45,08
Algodão;2024-10-02 00:00:00;517;0,25;129,25
Luvas Cirúrgicas;2024-12-28 15:00:00;151;0,76;114,76
Adrenalina;2024-09-01 18:00:00;347;4,95;1717,65
Álcool 70%;2024-12-08 15:00:00;552;1,98;1092,96
Gaze Estéril;2024-02-19 06:00:00;292;0,4;116,8
Seringas;2024-06-01 18:00:00;93;0,44;40,92
Adrenalina;2024-04-19 18:00:00;163;4,97;810,11
Gaze Estéril;2024-02-23 03:00:00;307;0,4;122,8
Gaze Estéril;2024-12-04 21:00:00;321;0,4;128,4
Luvas Cirúrgicas;2024-08-04 03:00:00;353;0,77;271,81
Seringas;2024-07-11 00:00:00;322;0,5;161
Álcool 70%;2024-10-31 18:00:00;431;2,01;866,31
Soro Fisiológico;2024-08-01 09:00:00;475;3,02;1434,5
Algodão;2024-06-10 06:00:00;66;0,25;16,5
Dipirona;2024-07-11 09:00:00;477;1,32;629,64
Adrenalina;2024-04-26 09:00:00;380;4,93;1873,4
Algodão;2024-09-03 03:00:00;381;0,25;95,25
Soro Fisiológico;2024-03-21 18:00:00;245;3,04;744,8
Dipirona;2024-10-07 03:00:00;517;1,31;677,27
Luvas Cirúrgicas;2024-03-31 18:00:00;671;0,68;456,28
Adrenalina;2024-08-21 18:00:00;330;5,01;1653,3
Seringas;2024-08-19 00:00:00;286;0,49;140,14
Adrenalina;2024-09-18 03:00:00;262;5,09;1333,58
Dipirona;2024-12-03 21:00:00;512;1,31;670,72
Adrenalina;2024-12-25 12:00:00;289;5,08;1468,12
Álcool 70%;2024-02-08 15:00:00;125;1,99;248,75
Álcool 70%;2024-08-17 09:00:00;59;1,98;116,82
Adrenalina;2024-07-13 18:00:00;359;5,05;1812,95
Luvas Cirúrgicas;2024-01-27 12:00:00;282;0,86;242,52
Adrenalina;2024-12-18 18:00:00;185;5,05;934,25
Adrenalina;2024-10-02 00:00:00;278;5,01;1392,78
Máscaras N95;2024-08-30 00:00:00;304;4,2;1276,8
Paracetamol;2024-07-29 09:00:00;491;1,51;741,41
Seringas;2024-07-23 15:00:00;269;0,47;126,43
Álcool 70%;2024-11-28 03:00:00;433;1,98;857,34
Soro Fisiológico;2024-03-13 03:00:00;175;3,01;526,75
Máscaras N95;2024-04-14 18:00:00;294;4,75;1396,5
Seringas;2024-02-27 03:00:00;120;0,51;61,2
Paracetamol;2024-03-13 06:00:00;516;1,51;779,16
Paracetamol;2024-05-18 18:00:00;499;1,52;758,48
Gaze Estéril;2024-08-09 06:00:00;295;0,39;115,05
Máscaras N95;2024-11-03 18:00:00;318;3,96;1259,28
Máscaras N95;2024-10-20 03:00:00;296;4,71;1394,16
Gaze Estéril;2024-01-28 18:00:00;312;0,39;121,68
Algodão;2024-01-02 12:00:00;435;0,25;108,75
Luvas Cirúrgicas;2024-05-13 03:00:00;174;0,76;132,24
Seringas;2024-05-01 06:00:00;377;0,53;199,81
Dipirona;2024-12-15 09:00:00;490;1,32;646,8
Luvas Cirúrgicas;2024-08-27 00:00:00;228;0,87;198,36
Luvas Cirúrgicas;2024-04-08 06:00:00;26;0,77;20,02
Gaze Estéril;2024-05-09 00:00:00;310;0,4;124
Seringas;2024-04-26 06:00:00;138;0,56;77,28
Soro Fisiológico;2024-06-03 18:00:00;458;3,05;1396,9
Adrenalina;2024-06-23 06:00:00;225;4,99;1122,75
Paracetamol;2024-03-25 12:00:00;481;1,48;711,88
Gaze Estéril;2024-03-10 12:00:00;322;0,4;128,8
Adrenalina;2024-07-29 06:00:00;144;5;720
Luvas Cirúrgicas;2024-07-16 18:00:00;131;0,91;119,21
Álcool 70%;2024-12-11 15:00:00;203;2,01;408,03
Luvas Cirúrgicas;2024-06-17 18:00:00;104;0,72;74,88
Seringas;2024-03-16 12:00:00;11;0,57;6,27
Paracetamol;2024-04-07 18:00:00;556;1,5;834
Máscaras N95;2024-08-25 09:00:00;304;5,09;1547,36
Máscaras N95;2024-06-20 06:00:00;298;4,96;1478,08
Seringas;2024-09-19 03:00:00;237;0,52;123,24
Soro Fisiológico;2024-05-30 12:00:00;429;3,03;1299,87
Gaze Estéril;2024-04-14 18:00:00;325;0,41;133,25
Luvas Cirúrgicas;2024-10-21 03:00:00;261;0,87;227,07
Algodão;2024-11-19 00:00:00;404;0,25;101
Soro Fisiológico;2024-07-24 03:00:00;317;3,05;966,85
Seringas;2024-04-22 18:00:00;152;0,51;77,52
Máscaras N95;2024-05-10 18:00:00;310;4,39;1360,9
Paracetamol;2024-01-23 21:00:00;493;1,49;734,57
Soro Fisiológico;2024-03-31 21:00:00;297;3,03;899,91
Dipirona;2024-01-30 18:00:00;491;1,3;638,3
Dipirona;2024-05-21 15:00:00;476;1,28;609,28
Paracetamol;2024-10-14 03:00:00;476;1,47;699,72
Gaze Estéril;2024-03-23 12:00:00;295;0,39;115,05
Máscaras N95;2024-08-19 09:00:00;312;4,1;1279,2
Seringas;2024-06-17 09:00:00;483;0,5;241,5
Paracetamol;2024-12-20 12:00:00;478;1,48;707,44
Máscaras N95;2024-11-28 06:00:00;285;4,4;1254
Seringas;2024-02-16 03:00:00;393;0,46;180,78
Gaze Estéril;2024-08-19 12:00:00;294;0,4;117,6
Álcool 70%;2024-08-26 03:00:00;391;1,97;770,27
Luvas Cirúrgicas;2024-12-19 21:00:00;100;0,89;89
Paracetamol;2024-09-01 09:00:00;520;1,52;790,4
Paracetamol;2024-10-21 09:00:00;486;1,52;738,72
Gaze Estéril;2024-09-12 00:00:00;304;0,4;121,6
Luvas Cirúrgicas;2024-07-16 15:00:00;161;0,85;136,85
Máscaras N95;2024-02-24 21:00:00;326;3,92;1277,92
Gaze Estéril;2024-05-05 00:00:00;290;0,4;116
Adrenalina;2024-06-28 03:00:00;168;4,97;834,96
Álcool 70%;2024-01-16 18:00:00;209;2,04;426,36
Álcool 70%;2024-03-25 18:00:00;451;1,97;888,47
Luvas Cirúrgicas;2024-03-07 21:00:00;326;0,69;224,94
Adrenalina;2024-06-07 00:00:00;274;4,92;1348,08
Dipirona;2024-07-23 06:00:00;505;1,31;661,55
Paracetamol;2024-03-07 15:00:00;551;1,49;820,99
Algodão;2024-01-10 21:00:00;584;0,25;146
Algodão;2024-10-16 09:00:00;206;0,25;51,5
Adrenalina;2024-12-16 15:00:00;502;4,91;2464,82
Álcool 70%;2024-06-27 18:00:00;279;1,97;549,63
Dipirona;2024-08-01 09:00:00;483;1,31;632,73
Paracetamol;2024-12-08 18:00:00;493;1,5;739,5
Adrenalina;2024-02-05 15:00:00;205;4,94;1012,7
Dipirona;2024-04-14 03:00:00;484;1,32;638,88
Seringas;2024-02-27 15:00:00;439;0,53;232,67
Seringas;2024-01-24 06:00:00;161;0,51;82,11
Álcool 70%;2024-12-19 03:00:00;183;2,02;369,66
Dipirona;2024-08-13 18:00:00;487;1,3;633,1
Seringas;2024-07-30 15:00:00;300;0,55;165
Adrenalina;2024-07-17 09:00:00;320;5,09;1628,8
Soro Fisiológico;2024-03-25 06:00:00;284;2,97;843,48
Máscaras N95;2024-03-17 15:00:00;294;4,3;1264,2
Álcool 70%;2024-03-23 15:00:00;300;1,98;594
Álcool 70%;2024-12-27 03:00:00;272;1,97;535,84
Algodão;2024-02-07 21:00:00;228;0,25;57
Seringas;2024-01-14 09:00:00;70;0,53;37,1
Adrenalina;2024-09-30 15:00:00;278;5,08;1412,24
Álcool 70%;2024-11-17 12:00:00;402;2,01;808,02
Luvas Cirúrgicas;2024-02-02 12:00:00;168;0,87;146,16
Álcool 70%;2024-07-12 03:00:00;257;2,04;524,28
Dipirona;2024-12-20 00:00:00;536;1,28;686,08
Máscaras N95;2024-06-09 09:00:00;285;4,34;1236,9
Adrenalina;2024-11-29 06:00:00;304;5,06;1538,24
Dipirona;2024-05-13 00:00:00;505;1,31;661,55
Seringas;2024-03-07 06:00:00;67;0,45;30,15
Luvas Cirúrgicas;2024-08-14 09:00:00;472;0,87;410,64
Gaze Estéril;2024-08-12 15:00:00;274;0,4;109,6
Máscaras N95;2024-07-18 15:00:00;290;4,71;1365,9
Algodão;2024-01-16 06:00:00;349;0,25;87,25
Adrenalina;2024-02-02 00:00:00;;5,04;1002,96
Algodão;2024-09-28 03:00:00;81;0,25;20,25
Paracetamol;2024-07-14 18:00:00;495;1,53;757,35
Gaze Estéril;2024-11-18 21:00:00;284;0,41;116,44
Máscaras N95;2024-03-10 18:00:00;284;4,21;1195,64
Soro Fisiológico;2024-02-09 18:00:00;357;3,01;1074,57
Paracetamol;2024-05-23 03:00:00;521;1,48;771,08
Dipirona;2024-07-17 06:00:00;513;1,29;661,77
Álcool 70%;2024-08-18 21:00:00;301;1,96;589,96
Seringas;2024-07-21 18:00:00;261;0,48;125,28
Soro Fisiológico;2024-07-02 06:00:00;349;2,95;1029,55
Seringas;2024-12-06 15:00:00;139;0,49;68,11
Luvas Cirúrgicas;2024-10-24 18:00:00;199;0,84;167,16
Máscaras N95;2024-04-15 15:00:00;291;4,92;1431,72
Soro Fisiológico;2024-09-13 18:00:00;354;2,98;1054,92
Álcool 70%;2024-04-22 03:00:00;175;2,03;355,25
Paracetamol;2024-07-12 00:00:00;470;1,49;700,3
Gaze Estéril;2024-07-15 06:00:00;337;0,4;134,8
Seringas;2024-09-29 06:00:00;124;0,57;70,68
Soro Fisiológico;2024-09-08 12:00:00;276;2,95;814,2
Dipirona;2024-07-16 21:00:00;529;1,28;677,12
Dipirona;2024-12-08 09:00:00;462;1,29;595,98
Dipirona;2024-02-01 03:00:00;511;1,27;648,97
Soro Fisiológico;2024-10-02 21:00:00;280;3,02;845,6
Seringas;2024-04-08 18:00:00;373;0,53;197,69
Seringas;2024-01-18 03:00:00;770;0,51;392,7
Paracetamol;2024-06-09 03:00:00;522;1,49;777,78
Algodão;2024-05-10 00:00:00;563;0,25;140,75
Adrenalina;2024-10-30 12:00:00;166;4,91;815,06
Adrenalina;2024-02-09 21:00:00;508;5,04;2560,32
Gaze Estéril;2024-12-05 15:00:00;290;0,39;113,1
Paracetamol;2024-11-04 21:00:00;528;1,51;797,28
Soro Fisiológico;2024-11-30 06:00:00;299;2,97;888,03
Soro Fisiológico;2024-07-07 18:00:00;340;2,99;1016,6
Dipirona;2024-11-28 09:00:00;521;1,3;677,3
Soro Fisiológico;2024-04-19 12:00:00;455;3,03;1378,65
Máscaras N95;2024-05-08 18:00:00;313;4,75;1486,75
Dipirona;2024-07-11 06:00:00;518;1,32;683,76
Soro Fisiológico;2024-07-29 06:00:00;261;3,04;793,44
Adrenalina;2024-03-05 15:00:00;194;5,01;971,94
Luvas Cirúrgicas;2024-10-18 12:00:00;754;0,83;625,82
Gaze Estéril;2024-04-15 09:00:00;304;0,4;121,6
Álcool 70%;2024-11-21 09:00:00;58;2,02;117,16
Álcool 70%;2024-10-05 09:00:00;319;1,97;628,43
Adrenalina;2024-02-28 00:00:00;315;5,06;1593,9
Paracetamol;2024-03-23 09:00:00;508;1,47;746,76
Máscaras N95;2024-04-05 09:00:00;278;3,98;1106,44
Máscaras N95;2024-11-28 18:00:00;299;4,99;1492,01
Luvas Cirúrgicas;2024-03-16 18:00:00;604;0,92;555,68
Máscaras N95;2024-08-31 06:00:00;328;4,52;1482,56
Soro Fisiológico;2024-09-22 15:00:00;341;3,01;1026,41
Dipirona;2024-03-24 21:00:00;497;1,28;636,16
Adrenalina;2024-01-06 18:00:00;290;5,09;1476,1
Luvas Cirúrgicas;2024-12-07 21:00:00;76;0,74;56,24
Álcool 70%;2024-07-01 18:00:00;487;2,04;993,48
Seringas;2024-06-22 09:00:00;144;0,57;82,08
Dipirona;2024-06-19 18:00:00;498;1,29;642,42
Seringas;2024-01-02 03:00:00;468;0,46;215,28
Gaze Estéril;2024-11-21 18:00:00;295;0,4;118
Seringas;2024-02-15 18:00:00;276;0,5;138
Gaze Estéril;2024-10-17 03:00:00;296;0,39;115,44
Gaze Estéril;2024-01-05 21:00:00;277;0,4;110,8
Máscaras N95;2024-12-19 09:00:00;298;5;1490
Luvas Cirúrgicas;2024-03-12 15:00:00;446;0,88;392,48
Luvas Cirúrgicas;2024-10-01 15:00:00;493;0,69;340,17
Álcool 70%;2024-06-27 06:00:00;223;2;446
Dipirona;2024-05-18 21:00:00;525;1,32;693
Luvas Cirúrgicas;2024-08-11 09:00:00;301;0,92;276,92
Soro Fisiológico;2024-05-15 15:00:00;356;3,03;1078,68
Álcool 70%;2024-08-21 15:00:00;410;2;820
Gaze Estéril;2024-08-15 00:00:00;300;0,4;120
Soro Fisiológico;2024-08-24 18:00:00;416;3,04;1264,64
Dipirona;2024-05-03 06:00:00;500;1,3;650
Álcool 70%;2024-06-06 21:00:00;562;2,02;1135,24
Luvas Cirúrgicas;2024-04-26 12:00:00;312;0,68;212,16
Seringas;2024-07-09 21:00:00;1304;0,47;612,88
Paracetamol;2024-10-27 21:00:00;540;1,49;804,6
Algodão;2024-02-20 18:00:00;330;0,25;82,5
Seringas;2024-10-04 03:00:00;24;0,55;13,2
Paracetamol;2024-10-20 00:00:00;502;1,49;747,98
Dipirona;2024-01-19 12:00:00;523;1,29;674,67
Algodão;2024-12-04 18:00:00;361;0,25;90,25
Dipirona;2024-11-30 15:00:00;521;1,31;682,51
Soro Fisiológico;2024-08-02 09:00:00;304;3,04;924,16
Gaze Estéril;2024-09-17 09:00:00;255;0,41;104,55
Adrenalina;2024-02-28 09:00:00;181;4,99;903,19
Máscaras N95;2024-08-18 21:00:00;301;4,49;1351,49
